Oyebamiji	Emulating global climate change impacts on crop yields	2015	No Description	2021-11-08	2021-11-08	https://doi.org/10.1177/1471082X14568248	http://zotero.org/groups/1051264/items/DPGVGZFP
Shelach-Lavi	Main Issues in the Study of the Chinese Neolithic	2018	No Description	2021-11-08	2021-11-08	https://www.routledgehandbooks.com/doi/10.4324/9781315773605-2	http://zotero.org/groups/1051264/items/SW5J4HBU
Jackson	The New Science of Religious Change	2021	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/SRSFPJUQ
Varnum	Cultural change: The how and the why	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/EJ5PCWIZ
Lui	Communal drinking rituals and social formations in the Yellow River valley of Neolithic China	2021	No Description	2021-11-08	2021-11-08	https://www.sciencedirect.com/science/article/abs/pii/S027841652100043X?via%3Dihub	http://zotero.org/groups/1051264/items/59Q36EN6
Singh Koli	The Sikh and Sikhism	1993	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7STXZC7C
No Author	Peter Green - Alexander the great and the hellenistic age-The Orion Publishing Group, ltd. (2007).pdf	0000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/KY6TNHSZ
Lane Fox	Alexander the Great	2006	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/8ZNXX9CT
Briant	From Cyrus to Alexander: A History of the Persian Empire	2002	No Description	2021-11-08	2021-11-08	https://archive.org/details/FromCyrusToAlexanderAHistoryOfThePersianEmpire/page/n607/mode/2up	http://zotero.org/groups/1051264/items/C9K9R5PC
Tafarodi	When Different Becomes Similar: Compensatory Conformity in Bicultural Visible Minorities	2002	No Description	2021-11-08	2021-11-08	https://doi.org/10.1177/01461672022811011	http://zotero.org/groups/1051264/items/RMB2T85I
Shih	Stereotype Susceptibility: Identity Salience and Shifts in Quantitative Performance	1999	No Description	2021-11-08	2021-11-08	https://doi.org/10.1111/1467-9280.00111	http://zotero.org/groups/1051264/items/EIU3BQA7
Salas	Social Complex Systems as Multiscale Phenomena: From the Genome to Animal Societies.	2021	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/9FVM7JRL
Horton	Zanzibar and Pemba: The Archaeology of an Indian Ocean Archipelago	2021	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/93P35DD6
Juma	Unguja Ukuu	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/RUDF9R44
Juma	Unguja Ukuu on Zanzibar: An archaeological study of early urbanism	2004	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/GGM3RG7F
Stockreiter	Islamic Law, Gender and Social Change in Post-Abolition Zanzibar	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/IR3JV8PD
Sutton	The East African coast: researching its history and archaeology	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/EGD98Q6P
Fleisher	Town and Village	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/PB22FKSS
Walsh	The Swahili language and its early history	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/RIRTGR9C
Beaujard	The Progressive Integration of Eastern Africa into an Afro-Eurasian World-system	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/95EQ2K86
Ray	Defining the Swahili	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/E7KV5BEU
Fitton	Zanzibar	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/VRKMQD48
Schwartz	Magistracy and Society in Colonial Brazil	1970	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2HFFBQHC
Férias de Sousa	Celeiro Comum de Grândola: da História Administrativa á produção de um instrumento de descrição documental	2010	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/833N537N
Yang	Cowrie Shells and Cowrie Money: A Global History	2019	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/I5DXF22V
Cuhaj	Standard Catalogue of World Paper Money: General Issues, 1368-1960	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/DHRCPXPP
Costa	Money Supply and the Credit Market in Early Modern Economies: The Case of Eighteenth-Century Lisbon	2014	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/Q4D5S7NI
Valle Salvino	Guerras de papel: Disputas e estratégias em torno da comunicação escrita na América portuguesa (c. 1650 – c. 1750)	2018	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/WACR37J5
Rebelo Paio	Geometry, the Measure of the World	2009	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/A8N5EQS3
Seabra Lopes	A cultura da medição em Portugal ao longo da história	2005	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/V4NQA9H4
Barreiros	Urban Landscapes: Houses, Streets and Squares of 18th Century Lisbon	2008	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/4KG35WE3
Da Silva	O Exercito na Capitania da Bahia entre 1750-1762	2002	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/QIKN6MDF
Camarinhas	Justice administration in early modern Portugal: Kingdom and empire in a bureaucratic continuum	2013	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/JFPUKVMF
De Matos	The Population of the Portuguese Estado da India, 1750–1820	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/4DMPBRA7
Disney	A History of Portugal and the Portuguese Empire from Beginnings to 1807. Volume 2, The Portuguese Empire	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/SB2P8RNF
Birmingham	A Concise History of Portugal	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NNKB4C26
Disney	A History of Portugal and the Portuguese Empire from Beginnings to 1807. Volume 1, Portugal	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/TKKDT5CZ
Hoffman	Mysticism, Rationalism and Puritanism in Modern Omani Ibāḍism (18th–Early 20th Century)	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/73CNA5KV
Pallaver	Currency of the Swahili World	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/C62TFXBJ
Prestholdt	Navigating the Early Modern World: Swahili Polities and the Continental-Oceanic Interface	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/X97VIPZ7
Wilkinson	"The Ibāḍī ""Imāma"""	1976	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/RIM8EFNG
Jones	A History of Modern Oman	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/EHPCHGDM
Gavrilets	The dynamics of injunctive social norms	2020	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/journals/evolutionary-human-sciences/article/dynamics-of-injunctive-social-norms/DED2545EE037BC8AB7BB1D2542AD3D17	http://zotero.org/groups/1051264/items/FZ8NVRKU
Gethin	Brahmin Left versus Merchant Right: Changing Political Cleavages in 21 Western Democracies, 1948-2020	0000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/Q2RRT9PS
Barth	Ethnic Groups and Boundaries: The Social Organization of Culture Difference	1998	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/HAPKN7LN
Tainter	Why collapse is so difficult to understand	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/6H85R3M5
Storey	Requestioning the Classic Maya Collapse and the Fall of the Roman Empire: Slow Collapse	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/XHPAZ7JQ
Currie	Inequality and Institutions: A Review Essay on Why Nations Fail by Daron Acemoglu and James A. Robinson	2013	No Description	2021-11-08	2021-11-08	https://escholarship.org/uc/item/8bm04882	http://zotero.org/groups/1051264/items/827XQNK4
Mostern	Comments on time, space and method for the study of commodity frontiers and the transformation of the global countryside	2013	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/journals/journal-of-global-history/article/comments-on-time-space-and-method-for-the-study-of-commodity-frontiers-and-the-transformation-of-the-global-countryside/D3120DD8253A3F6838D883361B2B8EFE	http://zotero.org/groups/1051264/items/BRYSY7WG
Alexander	Race in a godless world: atheism, race, and civilization, 1850–1914	2019	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/H5RHUJZ7
Whiting	Imperial Chinese Military History: 8000 BC - 1912 AD	2002	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/BBTHWU8T
Goodenough	Under Heaven's Brow: Pre-Christian Religious Tradition in Chuuk	2002	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/BAX6HMH7
Niyogi	The Gahadavala Dynasty	1959	No Description	2021-11-08	2021-11-08	http://archive.org/details/in.ernet.dli.2015.100795	http://zotero.org/groups/1051264/items/YLRQXQV8
Lahiri	Indigenous States Of Northern India (circa 200 B.c. To 320 A.d.)	1974	No Description	2021-11-08	2021-11-08	http://archive.org/details/in.ernet.dli.2015.108141	http://zotero.org/groups/1051264/items/I7N6Z9H4
Faulseit	Collapse, resilience, and transformation in complex societies: modeling trends and understanding diversity	2016	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/QA5P5V9Z
Hunt	Ecological Catastrophe and Collapse: The Myth of 'Ecocide' on Rapa Nui (Easter Island)	2009	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/GG64IMP4
Bowersock	Review of The Collapse of Complex Societies	1991	No Description	2021-11-08	2021-11-08	https://www.jstor.org/stable/530158	http://zotero.org/groups/1051264/items/7BBEWNPK
Moreno Garcia	The state in ancient Egypt: power, challenges and dynamics	2020	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/68PUUY8M
Moreno Garcia	Building the Pharaonic state: Territory, elite, and power in ancient Egypt during the 3rd millennium BCE	2013	No Description	2021-11-08	2021-11-08	https://halshs.archives-ouvertes.fr/halshs-01098776/	http://zotero.org/groups/1051264/items/F4DBJKI6
Kamen	Empire: how Spain became a world power, 1492-1763	2004	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/YRK2VXUS
Singh	History of Ancient and Early Medieval India:  From the Stone Age to the 12th Century	2009	No Description	2021-11-08	2021-11-08	http://archive.org/details/history-of-ancient-and-early-medieval-india-from-the-stone-age-to-the-12th-century-2009	http://zotero.org/groups/1051264/items/FP34HQZJ
Thapar	Asoka and the decline of the Mauryas	2012	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/JW23PIM9
Vigne	The origins of animal domestication and husbandry: A major change in the history of humanity and the biosphere	2011	No Description	2021-11-08	2021-11-08	https://www.sciencedirect.com/science/article/pii/S1631069110002982	http://zotero.org/groups/1051264/items/PJNHFXGZ
Deal	Handbook to Life in Medieval and Early Modern Japan	2006	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/BDCEG6Z5
Whitehouse	Was there Ever an Axial Age?	2019	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/FUDM6GWB
Rawson	Chariotry and Prone Burials: Reassessing Late Shang China’s Relationship with Its Northern Neighbours	2020	No Description	2021-11-08	2021-11-08	https://doi.org/10.1007/s10963-020-09142-4	http://zotero.org/groups/1051264/items/3PTK54Z3
Chua	The City and the City: Race, Nationalism, and Architecture in Early Twentieth-Century Bangkok	2014	No Description	2021-11-08	2021-11-08	https://doi.org/10.1177/0096144214533082	http://zotero.org/groups/1051264/items/3WX2XGJH
Bates	The analytical narrative project	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2PGJ83T9
Chandler	The Emergence of Modern Southeast Asia: A New History	2005	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/KET4NA6Q
Baker	A History of Thailand	2014	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/books/history-of-thailand/49836DF595F6F80541206F70DA8800CD	http://zotero.org/groups/1051264/items/FVDASFPF
James	The Fall of Ayutthaya: A Reassessment	2000	No Description	2021-11-08	2021-11-08	https://muse.jhu.edu/article/411091	http://zotero.org/groups/1051264/items/JNFN4ERB
Ruangsilp	Kromluang Yothathep: King Narai’s Daughter and Ayutthaya Court Intrigue	2016	No Description	2021-11-08	2021-11-08	https://so06.tci-thaijo.org/index.php/pub_jss/article/view/158055	http://zotero.org/groups/1051264/items/FC8NP9DK
Sinha	Psyche of the Garos	1966	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/ZVWG9FPE
Bradley	"Moral Order in a Time of Damnation: The ""Hikayat Patani"" in Historical Context"	2009	No Description	2021-11-08	2021-11-08	https://www.jstor.org/stable/27751564	http://zotero.org/groups/1051264/items/7AUVLEH6
Pombejra	A political history of Siam under the Prasatthong Dynasty 1629-1688	1984	No Description	2021-11-08	2021-11-08	https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.296262	http://zotero.org/groups/1051264/items/YYIESICH
McCauley	Bringing ritual to mind: Psychological foundations of cultural forms	2002	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/books/bringing-ritual-to-mind/543934EB852330BA698125F66483B72E	http://zotero.org/groups/1051264/items/FSSKIAVU
Murdock	Ethnographic Atlas: A summary	1967	No Description	2021-11-08	2021-11-08	http://www.jstor.org/stable/3772751	http://zotero.org/groups/1051264/items/5IUSPV5V
McKay	Religion and morality	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UAGQPC8P
Stausberg	Big Gods in review: introducing Ara Norenzayan and his critics	2014	No Description	2021-11-08	2021-11-08	https://doi.org/10.1080/0048721X.2014.954353	http://zotero.org/groups/1051264/items/7PR3TTMM
Johnson	The wrath of the academics: criticisms, applications, and extensions of the supernatural punishment hypothesis	2018	No Description	2021-11-08	2021-11-08	https://doi.org/10.1080/2153599X.2017.1302986	http://zotero.org/groups/1051264/items/ZB7Z2MM2
Norenzayan	Big questions about Big Gods: response and discussion	2015	No Description	2021-11-08	2021-11-08	https://doi.org/10.1080/2153599X.2014.928359	http://zotero.org/groups/1051264/items/T8T77ZFI
Norenzayan	The cultural evolution of prosocial religions	2016	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/cultural-evolution-of-prosocial-religions/01B053B0294890F8CFACFB808FE2A0EF	http://zotero.org/groups/1051264/items/GYV76E7B
Baumard	Increased affluence explains the emergence of ascetic wisdoms and moralizing religions	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/Q78W2FIS
Raffield	Religious belief and cooperation: a view from Viking-Age Scandinavia	2019	No Description	2021-11-08	2021-11-08	https://doi.org/10.1080/2153599X.2017.1395764	http://zotero.org/groups/1051264/items/59F97HHW
Gray	Cultural macroevolution matters	2017	No Description	2021-11-08	2021-11-08	https://www.pnas.org/content/114/30/7846	http://zotero.org/groups/1051264/items/BH9M5W8B
Watts	Broad supernatural punishment but not moralizing high gods precede the evolution of political complexity in Austronesia	2015	No Description	2021-11-08	2021-11-08	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2014.2556	http://zotero.org/groups/1051264/items/EQ4VR99F
Peoples	Subsistence and the evolution of religion	2012	No Description	2021-11-08	2021-11-08	https://doi.org/10.1007/s12110-012-9148-6	http://zotero.org/groups/1051264/items/B4SN8PSQ
Roes	Belief in moralizing gods	2003	No Description	2021-11-08	2021-11-08	https://www.sciencedirect.com/science/article/pii/S1090513802001344	http://zotero.org/groups/1051264/items/DGJCKWEH
Botero	The ecology of religious beliefs	2014	No Description	2021-11-08	2021-11-08	https://www.pnas.org/content/111/47/16784	http://zotero.org/groups/1051264/items/42ZUBUU6
Shariff	Religious priming: A meta-analysis with a focus on prosociality	2016	No Description	2021-11-08	2021-11-08	https://doi.org/10.1177/1088868314568811	http://zotero.org/groups/1051264/items/TYYJPC8L
Norenzayan	The origin and evolution of religious prosociality	2008	No Description	2021-11-08	2021-11-08	https://science.sciencemag.org/content/322/5898/58	http://zotero.org/groups/1051264/items/7CI2Z4DJ
Henrich	Markets, religion, community size, and the evolution of fairness and punishment	2010	No Description	2021-11-08	2021-11-08	https://science.sciencemag.org/content/327/5972/1480	http://zotero.org/groups/1051264/items/T836AIN9
Johnson	God’s punishment and public goods	2005	No Description	2021-11-08	2021-11-08	https://doi.org/10.1007/s12110-005-1017-0	http://zotero.org/groups/1051264/items/GGQQ3MCG
Bellah	Religion in human evolution: From the Paleolithic to the Axial Age	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/JDXCN6Q7
Darwin	The descent of man	1871	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/4MD7N3RN
Beheim	Treatment of missing data determines conclusions regarding moralizing gods	2019	No Description	2021-11-08	2021-11-08	https://psyarxiv.com/jwa2n/	http://zotero.org/groups/1051264/items/5YICALRY
Beheim	Treatment of missing data determines conclusions regarding moralizing gods	2019	No Description	2021-11-08	2021-11-08	https://psyarxiv.com/jwa2n/	http://zotero.org/groups/1051264/items/IFJ7XJLB
Rawson	China and the steppe: reception and resistance	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2YBZJBFY
Gronenborn	Social diversity, social identity, and the emergence of surplus in the western central European Neolithic	2018	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/ATBQP9LB
Hall	History of South East Asia	1981	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/2WGF9UFV
Tapsel	Monarchs, Rulers, Dynasties, and Kingdoms of the World	1983	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/5RIK2EQ6
Middleton	World monarchies and dynasties. Volume 1-3, A-Z	2015	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/7N3PNVCB
Kosmin	Alexander the Great and the Seleucids in Iran	2013	No Description	2021-11-08	2021-11-08	https://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199733309.001.0001/oxfordhb-9780199733309-e-045	http://zotero.org/groups/1051264/items/RKRHHKX8
Cœdès	The Indianized States of Southeast Asia	1975	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/KKPI36Z4
Taylor	Journey Through the Afterlife: Ancient Egyptian Book of the Dead	2010	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/Z3ERH5YQ
Higham	The Civilization of Angkor	2001	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/465LQU8Q
Van de Mieroop	A history of ancient Egypt	2011	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/XH38WEW5
Coe	Angkor and the Khmer Civilization	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/WG546NK7
Coedes	Angkor: an introduction	1963	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/T8XIHRM9
Turchin	An integrative approach to estimating productivity in past societies using Seshat: Global History Databank:	2021	No Description	2021-11-08	2021-11-08	https://journals.sagepub.com/eprint/NHF85PJ2Q4XRYTPN3VGZ/full	http://zotero.org/groups/1051264/items/Y6ZPA7AC
Jacobsen	Lost Goddesses: The Denial of Female Power in Cambodian History	2008	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/NKV35RCC
Lee	Culture and Customs of the Hmong	2010	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/MCK4HC4T
Cha	Hmong American concepts of health, healing, and conventional medicine	2003	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/597VZGRC
Branch	The Enemy Within: Loyalists and the War against Mau Mau in Kenya	2007	No Description	2021-11-08	2021-11-08	https://www.cambridge.org/core/journals/journal-of-african-history/article/enemy-within-loyalists-and-the-war-against-mau-mau-in-kenya/5B04B9B277281F231E4D138A32C6651C	http://zotero.org/groups/1051264/items/3UWWADJS
Brown	Tacky's Revolt: The Story of an Atlantic Slave War	2020	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/8TWNPDA5
Greer	The Patriots and the People: The Rebellion of 1837 in Rural Lower Canada	1993	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/X6LP57HS
Norris	Repression and Rebellion: Britain's Response to the Arab Revolt in Palestine of 1936–39	2008	No Description	2021-11-08	2021-11-08	https://doi.org/10.1080/03086530801889350	http://zotero.org/groups/1051264/items/AKIFN6WR
Murtagh	The Williamite War 1689-91	1993	No Description	2021-11-08	2021-11-08	https://www.historyireland.com/penal-laws/the-williamite-war-1689-9111/	http://zotero.org/groups/1051264/items/CLSUKQ6G
Carballo	Religion, urbanism, and inequality in ancient central Mexico	2017	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/UCR9D3A3
Hill	Killiecrankie and the Evolution of Highland Warfare	1994	No Description	2021-11-08	2021-11-08	https://www.jstor.org/stable/26004313	http://zotero.org/groups/1051264/items/L7YKMTH7
Battlefields of Britain	Jacobite Rebellions (1689–1746)	2019	No Description	2021-11-08	2021-11-08	http://www.battlefieldsofbritain.co.uk/jacobite_rebellions.html	http://zotero.org/groups/1051264/items/IESYQMP4
Battlefields Trust	UK Battlefields Resource Centre - Stuart Uprisings - Monmouth's Rebellion - The Campaign	2001	No Description	2021-11-08	2021-11-08	http://www.battlefieldstrust.com/resource-centre/stuart-rebellions/campainpageview.asp?pageid=91	http://zotero.org/groups/1051264/items/C5N6SJXZ
Miller	James II	2000	No Description	2021-11-08	2021-11-08		http://zotero.org/groups/1051264/items/AZR2DPH3
Paddock	Covert Content in Codices Borgia and Nuttall	1985	No Description	2021-11-08	2021-11-08	https://www.jstor.org/stable/640150	http://zotero.org/groups/1051264/items/B5U9U3LP
Gavrilets	Evolving institutions for collective action by selective imitation and self-interested design	2021	No Description	2021-11-08	2021-11-08	https://www.sciencedirect.com/science/article/pii/S1090513820300714	http://zotero.org/groups/1051264/items/QEAPXUIF
Tverskoi	The dynamics of cooperation, power, and inequality in a group-structured society	2021	No Description	2021-11-08	2021-11-08	https://osf.io/preprints/socarxiv/24svr/	http://zotero.org/groups/1051264/items/E7I7E8XJ
O'Neal	Ghūrids	2015	No Description	2021-11-08	2021-11-08	https://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-3/ghurids-COM_27477	http://zotero.org/groups/1051264/items/Z97E4U3F
